kepid,koi_disposition,koi_period,koi_time0bk,koi_time0,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_fwm_stat_sig
8802693,CONFIRMED,26.41044199,149.39541,2454982.395,0.674,0.02,-0.515,3.0715,0.084,-0.084,991.0,36.5,-36.5,0.03051,0.00562,-0.00188,3.64318,4.88154,-0.09845,2.45,0.43,-0.19,0.1616,89.25,512.0,16.27,9.13,-3.97,51.2,22.9,-22.9,0.2521,0.421,5.6758294,24.82197,31.2,1,52.0,0.4059,5448.0,162.0,-162.0,4.613,0.037,-0.112,0.734,0.131,-0.056,0.815,0.083,-0.092,
6061773,CONFIRMED,8.27745764,138.25667,2454971.257,0.261,0.188,-0.261,2.713,0.138,-0.138,197.0,13.4,-13.4,0.012663,0.000696,-0.000485,3.27949,0.8864,-1.20546,2.46,1.26,-1.53,0.077,89.35,1088.0,331.35,518.86,-289.3,22.82,6.2,-6.2,0.2115,0.485,5.627897,25.780085,17.3,1,166.0,0.1569,5129.0,153.0,-138.0,3.884,0.707,-0.303,1.781,0.909,-1.111,0.887,0.117,-0.157,
10024701,CONFIRMED,14.37504582,139.05924,2454972.059,0.927,0.019,-0.672,3.208,0.151,-0.151,251.0,18.4,-18.4,0.017825,0.00163,-0.00348,0.27281,4.43703,-0.13027,2.05,0.33,-0.2,0.1167,86.3,786.0,90.16,39.97,-23.14,14.39,7.1,-7.1,0.2868,0.3588,4.8745027,22.670963,15.7,1,76.0,0.6696,5931.0,106.0,-130.0,4.403,0.076,-0.114,1.053,0.168,-0.104,1.023,0.075,-0.068,0.827
2579043,CANDIDATE,6.31219171,136.93315,2454969.933,0.018,0.41,-0.018,4.9377,0.0922,-0.0922,404.0,13.3,-13.3,0.018482,0.000577,-0.000337,0.46944,0.01591,-0.1548,2.17,0.7,-0.23,0.0695,89.9,1096.0,342.04,324.93,-106.57,9.962,0.338,-0.338,0.302,0.319,5.240864,28.343649,35.6,1,215.0,0.1827,6322.0,169.0,-225.0,4.426,0.054,-0.216,1.075,0.349,-0.116,1.124,0.154,-0.154,0.0
3239671,CONFIRMED,147.97391,263.08561,2455096.086,0.034,0.412,-0.034,6.854,0.168,-0.168,1270.0,53.5,-53.5,0.032114,0.00139,-0.000762,4.25487,0.33263,-1.34371,3.33,0.43,-0.29,0.5302,89.99,329.0,2.78,1.03,-0.64,170.1,13.3,-13.3,0.2327,0.4526,11.1462345,23.204792,26.4,1,9.0,0.4109,5578.0,100.0,-111.0,4.44,0.09,-0.099,0.95,0.123,-0.082,0.905,0.062,-0.051,0.644
9304101,CONFIRMED,13.24503482,142.00573,2454975.006,0.498,0.01,-0.468,4.4078,0.0831,-0.0831,156.0,5.0,-5.0,0.011651,2.4e-05,-0.000651,0.8915,0.53755,-0.01437,1.77,0.28,-0.38,0.1092,88.59,887.0,146.31,67.14,-62.43,20.22,6.1,-6.1,0.2638,0.4046,5.2294526,27.768732,35.7,1,99.0,0.3824,5636.0,114.0,-103.0,4.147,0.188,-0.101,1.39,0.223,-0.298,0.988,0.093,-0.067,0.0
11360571,CONFIRMED,77.2550726,159.32399,2454992.324,0.837,0.067,-0.59,10.214,0.161,-0.161,590.0,15.2,-15.2,0.024976,0.00168,-0.00256,0.12697,0.50222,-0.01417,3.7,1.14,-0.66,0.3781,88.6,548.0,21.37,19.36,-9.04,34.2,16.9,-16.9,0.311,0.2914,7.940858,22.165401,44.0,1,17.0,0.4643,6564.0,181.0,-250.0,4.255,0.128,-0.192,1.356,0.417,-0.243,1.212,0.188,-0.188,0.869
6035124,CONFIRMED,3.85690686,134.47405,2454967.474,0.466,0.451,-0.257,2.0808,0.0742,-0.0742,128.0,6.2,-6.2,0.010442,0.000235,-0.000543,2.61216,1.66534,-0.26326,0.93,0.09,-0.04,0.0466,87.9,972.0,210.44,57.8,-26.93,12.71,4.1,-4.1,0.1914,0.5167,4.598209,20.862171,24.3,1,347.0,0.2734,5272.0,73.0,-84.0,4.574,0.015,-0.085,0.813,0.08,-0.029,0.902,0.032,-0.064,0.001
8160953,CONFIRMED,116.3311739,173.68887,2455006.689,0.032,0.4,-0.032,7.025,0.143,-0.143,1590.0,54.1,-54.1,0.035703,0.00142,-0.000651,3.13923,0.10069,-1.11225,3.26,0.3,-0.18,0.4451,89.99,323.0,2.59,0.75,-0.45,130.95,4.2,-4.2,0.1959,0.5086,14.798361,34.19719,31.5,2,12.0,0.4021,5354.0,106.0,-106.0,4.533,0.039,-0.072,0.835,0.077,-0.045,0.868,0.048,-0.053,0.151
8160953,CANDIDATE,86.049055,201.0385,2455034.038,0.2597,0.1882,-0.2596,29.28,4.8,-4.8,430.0,35.0,-35.0,0.018911,0.000715,-0.000986,0.02769,0.01747,-0.01324,2.06,0.8,-0.23,0.3792,89.38,410.0,6.68,7.69,-1.98,22.13,7.0,-7.0,0.2595,0.4106,,,8.0,2,,,5733.0,157.0,-165.0,4.432,0.076,-0.267,0.997,0.388,-0.111,0.981,0.131,-0.097,
4157325,CONFIRMED,6.31943553,132.22892,2454965.229,0.775,0.012,-0.548,3.3422,0.0457,-0.0457,581.0,10.3,-10.3,0.024241,1.7e-05,-0.00223,0.43273,0.95615,-0.10259,2.71,0.39,-0.29,0.0658,85.42,986.0,223.15,93.54,-58.6,9.7,4.3,-4.3,0.2602,0.4096,7.5457764,45.591755,61.0,4,182.0,0.6146,5670.0,114.0,-114.0,4.397,0.095,-0.105,1.022,0.148,-0.108,0.949,0.067,-0.055,0.0
4157325,CONFIRMED,12.20951755,360.3204,2455193.32,0.779,0.025,-0.552,4.1808,0.0768,-0.0768,538.0,12.5,-12.5,0.023354,0.00261,-0.00208,0.41454,0.91631,-0.18328,2.61,0.37,-0.28,0.1021,86.99,791.0,92.68,38.85,-24.34,14.84,6.6,-6.6,0.2602,0.4096,7.213981,32.03609,45.5,4,90.0,0.6198,5670.0,114.0,-114.0,4.397,0.095,-0.105,1.022,0.148,-0.108,0.949,0.067,-0.055,0.0
4157325,CONFIRMED,3.07644709,353.7643,2455186.764,0.708,0.235,-0.505,2.6326,0.0693,-0.0693,217.0,8.1,-8.1,0.01442,0.00226,-0.00106,0.55826,0.83787,-0.42975,1.61,0.23,-0.17,0.0407,83.78,1253.0,583.25,244.51,-153.16,6.54,2.5,-2.5,0.2602,0.4096,4.620691,22.377825,29.3,4,337.0,0.7163,5670.0,114.0,-114.0,4.397,0.095,-0.105,1.022,0.148,-0.108,0.949,0.067,-0.055,0.0
5108214,FALSE POSITIVE,2.11913005,132.59,2454965.59,0.67,0.006,-0.511,4.141,0.261,-0.261,28.7,1.6,-1.6,0.005188,0.000953,-0.000346,0.11777,0.15751,-0.01476,1.35,0.12,-0.15,0.0356,77.24,2090.0,4512.1,1134.6,-1121.81,3.04,1.4,-1.4,0.26,0.4133,8.816657,14.853027,21.5,1,507.0,0.0903,5799.0,78.0,-78.0,3.813,0.078,-0.052,2.377,0.212,-0.26,1.339,0.096,-0.107,0.0
9955598,CONFIRMED,68.958447,179.08158,2455012.082,0.821,0.043,-0.563,3.128,0.0869,-0.0869,123.0,4.8,-4.8,0.011473,0.0017,-0.00147,3.91,13.3589,-0.92148,1.11,0.05,-0.04,0.3183,89.53,402.0,6.17,0.87,-0.83,99.4,48.5,-48.5,0.2291,0.4603,10.726428,27.269234,30.0,1,18.0,0.6355,5455.0,73.0,-82.0,4.497,0.027,-0.03,0.888,0.036,-0.036,0.902,0.05,-0.055,0.0
10723750,CONFIRMED,18.79591276,145.821854,2454978.822,0.695,0.07,-0.418,7.5235,0.044,-0.044,2430.0,10.0,-10.0,0.048106,0.000755,-0.00255,0.18078,0.24413,-0.05247,7.39,1.33,-1.33,0.1431,87.35,852.0,124.64,63.17,-47.31,15.0,6.8,-6.8,0.303,0.3166,34.18275,224.41634,282.3,2,67.0,0.8656,6163.0,123.0,-123.0,4.185,0.154,-0.112,1.406,0.253,-0.253,1.102,0.122,-0.081,0.0
5770074,CONFIRMED,63.0380366,169.12161,2455002.122,0.021,0.356,-0.021,7.3702,0.0855,-0.0855,659.0,14.2,-14.2,0.023298,0.000535,-0.000335,1.42231,0.00236,-0.45885,2.59,0.39,-0.22,0.3076,89.98,465.0,11.1,4.61,-2.55,66.852,0.111,-0.111,0.2622,0.4035,12.490564,38.719246,53.1,1,19.0,0.1598,5798.0,104.0,-116.0,4.411,0.085,-0.114,1.019,0.151,-0.088,0.976,0.068,-0.062,0.0
10136549,CONFIRMED,9.69315023,132.81362,2454965.814,0.734,0.079,-0.502,5.6725,0.067,-0.067,142.0,3.3,-3.3,0.01176,0.00144,-0.00093,0.1532,0.25377,-0.11957,1.89,0.29,-0.44,0.0894,85.39,1017.0,253.08,113.07,-115.05,9.13,3.8,-3.8,0.2638,0.4046,6.1442604,31.918997,45.1,2,140.0,0.5585,5683.0,115.0,-104.0,4.108,0.195,-0.09,1.472,0.229,-0.344,1.014,0.093,-0.084,0.178
9851271,FALSE POSITIVE,8.48031229,135.85319,2454968.853,0.951,0.007,-0.666,7.105,0.218,-0.218,351.0,10.3,-10.3,0.021887,0.000436,-0.00461,0.01171,0.23762,-0.0015,2.58,0.77,-0.42,0.0809,74.43,952.0,193.86,169.51,-74.22,3.54,1.8,-1.8,0.2889,0.3511,6.9395614,31.598454,37.3,1,128.0,0.9775,5910.0,158.0,-193.0,4.364,0.128,-0.192,1.078,0.322,-0.173,0.982,0.14,-0.115,0.0
12154526,CONFIRMED,56.1886436,146.37945,2454979.379,0.873,0.011,-0.602,6.5272,0.0894,-0.0894,346.0,10.0,-10.0,0.019925,0.000473,-0.00294,0.25001,1.42217,-0.01769,2.56,0.39,-0.33,0.2939,88.56,503.0,15.13,6.7,-4.49,34.7,16.4,-16.4,0.2514,0.4282,9.811869,28.219707,35.6,3,25.0,0.1406,5700.0,114.0,-114.0,4.327,0.103,-0.115,1.176,0.182,-0.149,1.071,0.066,-0.066,0.488
